schedule,time_s,T_gas_K,T_metal_K
load_ramp,  3.60000000E+03,  7.97071404E+02,  7.78676347E+02
shutdown,  0.00000000E+00,  7.97071404E+02,  7.57217834E+02
shutdown,  1.00000000E+01,  7.88589381E+02,  7.58095986E+02
shutdown,  2.00000000E+01,  7.80107357E+02,  7.58516456E+02
shutdown,  3.00000000E+01,  7.71625334E+02,  7.58502382E+02
shutdown,  4.00000000E+01,  7.63143311E+02,  7.58075730E+02
shutdown,  5.00000000E+01,  7.54661287E+02,  7.57257358E+02
shutdown,  6.00000000E+01,  7.46179264E+02,  7.56067067E+02
shutdown,  7.00000000E+01,  7.37697240E+02,  7.54523660E+02
shutdown,  8.00000000E+01,  7.29215217E+02,  7.52644987E+02
shutdown,  9.00000000E+01,  7.20733194E+02,  7.50447997E+02
shutdown,  1.00000000E+02,  7.12251170E+02,  7.47948782E+02
shutdown,  1.10000000E+02,  7.03769147E+02,  7.45162619E+02
shutdown,  1.20000000E+02,  6.95287123E+02,  7.42104014E+02
shutdown,  1.30000000E+02,  6.86805100E+02,  7.38786741E+02
shutdown,  1.40000000E+02,  6.78323077E+02,  7.35223875E+02
shutdown,  1.50000000E+02,  6.69841053E+02,  7.31427832E+02
shutdown,  1.60000000E+02,  6.61359030E+02,  7.27410400E+02
shutdown,  1.70000000E+02,  6.52877006E+02,  7.23182770E+02
shutdown,  1.80000000E+02,  6.44394983E+02,  7.18755568E+02
shutdown,  1.90000000E+02,  6.35912960E+02,  7.14138883E+02
shutdown,  2.00000000E+02,  6.27430936E+02,  7.09342294E+02
shutdown,  2.10000000E+02,  6.18948913E+02,  7.04374896E+02
shutdown,  2.20000000E+02,  6.10466889E+02,  6.99245323E+02
shutdown,  2.30000000E+02,  6.01984866E+02,  6.93961774E+02
shutdown,  2.40000000E+02,  5.93502843E+02,  6.88532032E+02
shutdown,  2.50000000E+02,  5.85020819E+02,  6.82963489E+02
shutdown,  2.60000000E+02,  5.76538796E+02,  6.77263160E+02
shutdown,  2.70000000E+02,  5.68056772E+02,  6.71437708E+02
shutdown,  2.80000000E+02,  5.59574749E+02,  6.65493458E+02
shutdown,  2.90000000E+02,  5.51092726E+02,  6.59436416E+02
shutdown,  3.00000000E+02,  5.42610702E+02,  6.53272283E+02
shutdown,  3.10000000E+02,  5.34128679E+02,  6.47006474E+02
shutdown,  3.20000000E+02,  5.25646655E+02,  6.40644128E+02
shutdown,  3.30000000E+02,  5.17164632E+02,  6.34190125E+02
shutdown,  3.40000000E+02,  5.08682609E+02,  6.27649099E+02
shutdown,  3.50000000E+02,  5.00200585E+02,  6.21025449E+02
shutdown,  3.60000000E+02,  4.91718562E+02,  6.14323353E+02
shutdown,  3.70000000E+02,  4.83236538E+02,  6.07546774E+02
shutdown,  3.80000000E+02,  4.74754515E+02,  6.00699480E+02
shutdown,  3.90000000E+02,  4.66272492E+02,  5.93785045E+02
shutdown,  4.00000000E+02,  4.57790468E+02,  5.86806862E+02
shutdown,  4.10000000E+02,  4.49308445E+02,  5.79768155E+02
shutdown,  4.20000000E+02,  4.40826421E+02,  5.72671983E+02
shutdown,  4.30000000E+02,  4.32344398E+02,  5.65521251E+02
shutdown,  4.40000000E+02,  4.23862374E+02,  5.58318718E+02
shutdown,  4.50000000E+02,  4.15380351E+02,  5.51067001E+02
shutdown,  4.60000000E+02,  4.06898328E+02,  5.43768588E+02
shutdown,  4.70000000E+02,  3.98416304E+02,  5.36425839E+02
shutdown,  4.80000000E+02,  3.89934281E+02,  5.29040995E+02
shutdown,  4.90000000E+02,  3.81452257E+02,  5.21616184E+02
shutdown,  5.00000000E+02,  3.72970234E+02,  5.14153426E+02
shutdown,  5.10000000E+02,  3.64488211E+02,  5.06654641E+02
shutdown,  5.20000000E+02,  3.56006187E+02,  4.99121649E+02
shutdown,  5.30000000E+02,  3.47524164E+02,  4.91556179E+02
shutdown,  5.40000000E+02,  3.39042140E+02,  4.83959874E+02
shutdown,  5.50000000E+02,  3.30560117E+02,  4.76334292E+02
shutdown,  5.60000000E+02,  3.22078094E+02,  4.68680913E+02
shutdown,  5.70000000E+02,  3.13596070E+02,  4.61001142E+02
shutdown,  5.80000000E+02,  3.05114047E+02,  4.53296313E+02
shutdown,  5.90000000E+02,  2.96632023E+02,  4.45567694E+02
shutdown,  6.00000000E+02,  2.88150000E+02,  4.37816487E+02
shutdown,  6.10000000E+02,  2.88150000E+02,  4.30250478E+02
shutdown,  6.20000000E+02,  2.88150000E+02,  4.23066949E+02
shutdown,  6.30000000E+02,  2.88150000E+02,  4.16246566E+02
shutdown,  6.40000000E+02,  2.88150000E+02,  4.09770969E+02
shutdown,  6.50000000E+02,  2.88150000E+02,  4.03622730E+02
shutdown,  6.60000000E+02,  2.88150000E+02,  3.97785300E+02
shutdown,  6.70000000E+02,  2.88150000E+02,  3.92242965E+02
shutdown,  6.80000000E+02,  2.88150000E+02,  3.86980810E+02
shutdown,  6.90000000E+02,  2.88150000E+02,  3.81984670E+02
shutdown,  7.00000000E+02,  2.88150000E+02,  3.77241096E+02
shutdown,  7.10000000E+02,  2.88150000E+02,  3.72737322E+02
shutdown,  7.20000000E+02,  2.88150000E+02,  3.68461225E+02
shutdown,  7.30000000E+02,  2.88150000E+02,  3.64401295E+02
shutdown,  7.40000000E+02,  2.88150000E+02,  3.60546604E+02
shutdown,  7.50000000E+02,  2.88150000E+02,  3.56886778E+02
shutdown,  7.60000000E+02,  2.88150000E+02,  3.53411965E+02
shutdown,  7.70000000E+02,  2.88150000E+02,  3.50112812E+02
shutdown,  7.80000000E+02,  2.88150000E+02,  3.46980439E+02
shutdown,  7.90000000E+02,  2.88150000E+02,  3.44006416E+02
shutdown,  8.00000000E+02,  2.88150000E+02,  3.41182737E+02
shutdown,  8.10000000E+02,  2.88150000E+02,  3.38501802E+02
shutdown,  8.20000000E+02,  2.88150000E+02,  3.35956394E+02
shutdown,  8.30000000E+02,  2.88150000E+02,  3.33539663E+02
shutdown,  8.40000000E+02,  2.88150000E+02,  3.31245104E+02
shutdown,  8.50000000E+02,  2.88150000E+02,  3.29066541E+02
shutdown,  8.60000000E+02,  2.88150000E+02,  3.26998109E+02
shutdown,  8.70000000E+02,  2.88150000E+02,  3.25034241E+02
shutdown,  8.80000000E+02,  2.88150000E+02,  3.23169652E+02
shutdown,  8.90000000E+02,  2.88150000E+02,  3.21399323E+02
shutdown,  9.00000000E+02,  2.88150000E+02,  3.19718488E+02
shutdown,  9.10000000E+02,  2.88150000E+02,  3.18122623E+02
shutdown,  9.20000000E+02,  2.88150000E+02,  3.16607433E+02
shutdown,  9.30000000E+02,  2.88150000E+02,  3.15168840E+02
shutdown,  9.40000000E+02,  2.88150000E+02,  3.13802971E+02
shutdown,  9.50000000E+02,  2.88150000E+02,  3.12506150E+02
shutdown,  9.60000000E+02,  2.88150000E+02,  3.11274887E+02
shutdown,  9.70000000E+02,  2.88150000E+02,  3.10105867E+02
shutdown,  9.80000000E+02,  2.88150000E+02,  3.08995944E+02
shutdown,  9.90000000E+02,  2.88150000E+02,  3.07942130E+02
shutdown,  1.00000000E+03,  2.88150000E+02,  3.06941589E+02
shutdown,  1.01000000E+03,  2.88150000E+02,  3.05991628E+02
shutdown,  1.02000000E+03,  2.88150000E+02,  3.05089690E+02
shutdown,  1.03000000E+03,  2.88150000E+02,  3.04233347E+02
shutdown,  1.04000000E+03,  2.88150000E+02,  3.03420294E+02
shutdown,  1.05000000E+03,  2.88150000E+02,  3.02648343E+02
shutdown,  1.06000000E+03,  2.88150000E+02,  3.01915417E+02
shutdown,  1.07000000E+03,  2.88150000E+02,  3.01219541E+02
shutdown,  1.08000000E+03,  2.88150000E+02,  3.00558843E+02
shutdown,  1.09000000E+03,  2.88150000E+02,  2.99931546E+02
shutdown,  1.10000000E+03,  2.88150000E+02,  2.99335960E+02
shutdown,  1.11000000E+03,  2.88150000E+02,  2.98770482E+02
shutdown,  1.12000000E+03,  2.88150000E+02,  2.98233590E+02
shutdown,  1.13000000E+03,  2.88150000E+02,  2.97723840E+02
shutdown,  1.14000000E+03,  2.88150000E+02,  2.97239859E+02
shutdown,  1.15000000E+03,  2.88150000E+02,  2.96780344E+02
shutdown,  1.16000000E+03,  2.88150000E+02,  2.96344059E+02
shutdown,  1.17000000E+03,  2.88150000E+02,  2.95929829E+02
shutdown,  1.18000000E+03,  2.88150000E+02,  2.95536540E+02
shutdown,  1.19000000E+03,  2.88150000E+02,  2.95163132E+02
shutdown,  1.20000000E+03,  2.88150000E+02,  2.94808601E+02
shutdown,  1.21000000E+03,  2.88150000E+02,  2.94471992E+02
shutdown,  1.22000000E+03,  2.88150000E+02,  2.94152400E+02
shutdown,  1.23000000E+03,  2.88150000E+02,  2.93848964E+02
shutdown,  1.24000000E+03,  2.88150000E+02,  2.93560867E+02
shutdown,  1.25000000E+03,  2.88150000E+02,  2.93287335E+02
shutdown,  1.26000000E+03,  2.88150000E+02,  2.93027630E+02
shutdown,  1.27000000E+03,  2.88150000E+02,  2.92781054E+02
shutdown,  1.28000000E+03,  2.88150000E+02,  2.92546942E+02
shutdown,  1.29000000E+03,  2.88150000E+02,  2.92324666E+02
shutdown,  1.30000000E+03,  2.88150000E+02,  2.92113627E+02
shutdown,  1.31000000E+03,  2.88150000E+02,  2.91913255E+02
shutdown,  1.32000000E+03,  2.88150000E+02,  2.91723014E+02
shutdown,  1.33000000E+03,  2.88150000E+02,  2.91542389E+02
shutdown,  1.34000000E+03,  2.88150000E+02,  2.91370895E+02
shutdown,  1.35000000E+03,  2.88150000E+02,  2.91208071E+02
shutdown,  1.36000000E+03,  2.88150000E+02,  2.91053478E+02
shutdown,  1.37000000E+03,  2.88150000E+02,  2.90906700E+02
shutdown,  1.38000000E+03,  2.88150000E+02,  2.90767342E+02
shutdown,  1.39000000E+03,  2.88150000E+02,  2.90635029E+02
shutdown,  1.40000000E+03,  2.88150000E+02,  2.90509405E+02
shutdown,  1.41000000E+03,  2.88150000E+02,  2.90390131E+02
shutdown,  1.42000000E+03,  2.88150000E+02,  2.90276887E+02
shutdown,  1.43000000E+03,  2.88150000E+02,  2.90169368E+02
shutdown,  1.44000000E+03,  2.88150000E+02,  2.90067284E+02
shutdown,  1.45000000E+03,  2.88150000E+02,  2.89970360E+02
shutdown,  1.46000000E+03,  2.88150000E+02,  2.89878337E+02
shutdown,  1.47000000E+03,  2.88150000E+02,  2.89790965E+02
shutdown,  1.48000000E+03,  2.88150000E+02,  2.89708010E+02
shutdown,  1.49000000E+03,  2.88150000E+02,  2.89629249E+02
shutdown,  1.50000000E+03,  2.88150000E+02,  2.89554469E+02
shutdown,  1.51000000E+03,  2.88150000E+02,  2.89483470E+02
shutdown,  1.52000000E+03,  2.88150000E+02,  2.89416060E+02
shutdown,  1.53000000E+03,  2.88150000E+02,  2.89352057E+02
shutdown,  1.54000000E+03,  2.88150000E+02,  2.89291290E+02
shutdown,  1.55000000E+03,  2.88150000E+02,  2.89233595E+02
shutdown,  1.56000000E+03,  2.88150000E+02,  2.89178817E+02
shutdown,  1.57000000E+03,  2.88150000E+02,  2.89126808E+02
shutdown,  1.58000000E+03,  2.88150000E+02,  2.89077428E+02
shutdown,  1.59000000E+03,  2.88150000E+02,  2.89030544E+02
shutdown,  1.60000000E+03,  2.88150000E+02,  2.88986030E+02
shutdown,  1.61000000E+03,  2.88150000E+02,  2.88943767E+02
shutdown,  1.62000000E+03,  2.88150000E+02,  2.88903640E+02
shutdown,  1.63000000E+03,  2.88150000E+02,  2.88865542E+02
shutdown,  1.64000000E+03,  2.88150000E+02,  2.88829369E+02
shutdown,  1.65000000E+03,  2.88150000E+02,  2.88795025E+02
shutdown,  1.66000000E+03,  2.88150000E+02,  2.88762418E+02
shutdown,  1.67000000E+03,  2.88150000E+02,  2.88731459E+02
shutdown,  1.68000000E+03,  2.88150000E+02,  2.88702064E+02
shutdown,  1.69000000E+03,  2.88150000E+02,  2.88674156E+02
shutdown,  1.70000000E+03,  2.88150000E+02,  2.88647659E+02
shutdown,  1.71000000E+03,  2.88150000E+02,  2.88622501E+02
shutdown,  1.72000000E+03,  2.88150000E+02,  2.88598615E+02
shutdown,  1.73000000E+03,  2.88150000E+02,  2.88575936E+02
shutdown,  1.74000000E+03,  2.88150000E+02,  2.88554404E+02
shutdown,  1.75000000E+03,  2.88150000E+02,  2.88533960E+02
shutdown,  1.76000000E+03,  2.88150000E+02,  2.88514550E+02
shutdown,  1.77000000E+03,  2.88150000E+02,  2.88496121E+02
shutdown,  1.78000000E+03,  2.88150000E+02,  2.88478624E+02
shutdown,  1.79000000E+03,  2.88150000E+02,  2.88462011E+02
shutdown,  1.80000000E+03,  2.88150000E+02,  2.88446238E+02
shutdown,  1.81000000E+03,  2.88150000E+02,  2.88431263E+02
shutdown,  1.82000000E+03,  2.88150000E+02,  2.88417044E+02
shutdown,  1.83000000E+03,  2.88150000E+02,  2.88403545E+02
shutdown,  1.84000000E+03,  2.88150000E+02,  2.88390727E+02
shutdown,  1.85000000E+03,  2.88150000E+02,  2.88378558E+02
shutdown,  1.86000000E+03,  2.88150000E+02,  2.88367004E+02
shutdown,  1.87000000E+03,  2.88150000E+02,  2.88356034E+02
shutdown,  1.88000000E+03,  2.88150000E+02,  2.88345618E+02
shutdown,  1.89000000E+03,  2.88150000E+02,  2.88335729E+02
shutdown,  1.90000000E+03,  2.88150000E+02,  2.88326340E+02
shutdown,  1.91000000E+03,  2.88150000E+02,  2.88317426E+02
shutdown,  1.92000000E+03,  2.88150000E+02,  2.88308962E+02
shutdown,  1.93000000E+03,  2.88150000E+02,  2.88300926E+02
shutdown,  1.94000000E+03,  2.88150000E+02,  2.88293296E+02
shutdown,  1.95000000E+03,  2.88150000E+02,  2.88286052E+02
shutdown,  1.96000000E+03,  2.88150000E+02,  2.88279175E+02
shutdown,  1.97000000E+03,  2.88150000E+02,  2.88272644E+02
shutdown,  1.98000000E+03,  2.88150000E+02,  2.88266444E+02
shutdown,  1.99000000E+03,  2.88150000E+02,  2.88260558E+02
shutdown,  2.00000000E+03,  2.88150000E+02,  2.88254969E+02
shutdown,  2.01000000E+03,  2.88150000E+02,  2.88249663E+02
shutdown,  2.02000000E+03,  2.88150000E+02,  2.88244624E+02
shutdown,  2.03000000E+03,  2.88150000E+02,  2.88239841E+02
shutdown,  2.04000000E+03,  2.88150000E+02,  2.88235299E+02
shutdown,  2.05000000E+03,  2.88150000E+02,  2.88230987E+02
shutdown,  2.06000000E+03,  2.88150000E+02,  2.88226893E+02
shutdown,  2.07000000E+03,  2.88150000E+02,  2.88223006E+02
shutdown,  2.08000000E+03,  2.88150000E+02,  2.88219315E+02
shutdown,  2.09000000E+03,  2.88150000E+02,  2.88215811E+02
shutdown,  2.10000000E+03,  2.88150000E+02,  2.88212484E+02
shutdown,  2.11000000E+03,  2.88150000E+02,  2.88209326E+02
shutdown,  2.12000000E+03,  2.88150000E+02,  2.88206326E+02
shutdown,  2.13000000E+03,  2.88150000E+02,  2.88203479E+02
shutdown,  2.14000000E+03,  2.88150000E+02,  2.88200776E+02
shutdown,  2.15000000E+03,  2.88150000E+02,  2.88198209E+02
shutdown,  2.16000000E+03,  2.88150000E+02,  2.88195772E+02
shutdown,  2.17000000E+03,  2.88150000E+02,  2.88193458E+02
shutdown,  2.18000000E+03,  2.88150000E+02,  2.88191261E+02
shutdown,  2.19000000E+03,  2.88150000E+02,  2.88189175E+02
shutdown,  2.20000000E+03,  2.88150000E+02,  2.88187195E+02
shutdown,  2.21000000E+03,  2.88150000E+02,  2.88185314E+02
shutdown,  2.22000000E+03,  2.88150000E+02,  2.88183529E+02
shutdown,  2.23000000E+03,  2.88150000E+02,  2.88181834E+02
shutdown,  2.24000000E+03,  2.88150000E+02,  2.88180225E+02
shutdown,  2.25000000E+03,  2.88150000E+02,  2.88178697E+02
shutdown,  2.26000000E+03,  2.88150000E+02,  2.88177246E+02
shutdown,  2.27000000E+03,  2.88150000E+02,  2.88175869E+02
shutdown,  2.28000000E+03,  2.88150000E+02,  2.88174561E+02
shutdown,  2.29000000E+03,  2.88150000E+02,  2.88173319E+02
shutdown,  2.30000000E+03,  2.88150000E+02,  2.88172141E+02
shutdown,  2.31000000E+03,  2.88150000E+02,  2.88171021E+02
shutdown,  2.32000000E+03,  2.88150000E+02,  2.88169959E+02
shutdown,  2.33000000E+03,  2.88150000E+02,  2.88168950E+02
shutdown,  2.34000000E+03,  2.88150000E+02,  2.88167992E+02
shutdown,  2.35000000E+03,  2.88150000E+02,  2.88167082E+02
shutdown,  2.36000000E+03,  2.88150000E+02,  2.88166219E+02
shutdown,  2.37000000E+03,  2.88150000E+02,  2.88165399E+02
shutdown,  2.38000000E+03,  2.88150000E+02,  2.88164620E+02
shutdown,  2.39000000E+03,  2.88150000E+02,  2.88163881E+02
shutdown,  2.40000000E+03,  2.88150000E+02,  2.88163180E+02
shutdown,  2.41000000E+03,  2.88150000E+02,  2.88162513E+02
shutdown,  2.42000000E+03,  2.88150000E+02,  2.88161881E+02
shutdown,  2.43000000E+03,  2.88150000E+02,  2.88161280E+02
shutdown,  2.44000000E+03,  2.88150000E+02,  2.88160710E+02
shutdown,  2.45000000E+03,  2.88150000E+02,  2.88160168E+02
shutdown,  2.46000000E+03,  2.88150000E+02,  2.88159654E+02
shutdown,  2.47000000E+03,  2.88150000E+02,  2.88159166E+02
shutdown,  2.48000000E+03,  2.88150000E+02,  2.88158703E+02
shutdown,  2.49000000E+03,  2.88150000E+02,  2.88158263E+02
shutdown,  2.50000000E+03,  2.88150000E+02,  2.88157845E+02
shutdown,  2.51000000E+03,  2.88150000E+02,  2.88157449E+02
shutdown,  2.52000000E+03,  2.88150000E+02,  2.88157072E+02
shutdown,  2.53000000E+03,  2.88150000E+02,  2.88156715E+02
shutdown,  2.54000000E+03,  2.88150000E+02,  2.88156375E+02
shutdown,  2.55000000E+03,  2.88150000E+02,  2.88156053E+02
shutdown,  2.56000000E+03,  2.88150000E+02,  2.88155747E+02
shutdown,  2.57000000E+03,  2.88150000E+02,  2.88155456E+02
shutdown,  2.58000000E+03,  2.88150000E+02,  2.88155181E+02
shutdown,  2.59000000E+03,  2.88150000E+02,  2.88154919E+02
shutdown,  2.60000000E+03,  2.88150000E+02,  2.88154670E+02
shutdown,  2.61000000E+03,  2.88150000E+02,  2.88154434E+02
shutdown,  2.62000000E+03,  2.88150000E+02,  2.88154210E+02
shutdown,  2.63000000E+03,  2.88150000E+02,  2.88153997E+02
shutdown,  2.64000000E+03,  2.88150000E+02,  2.88153795E+02
shutdown,  2.65000000E+03,  2.88150000E+02,  2.88153603E+02
shutdown,  2.66000000E+03,  2.88150000E+02,  2.88153421E+02
shutdown,  2.67000000E+03,  2.88150000E+02,  2.88153248E+02
shutdown,  2.68000000E+03,  2.88150000E+02,  2.88153084E+02
shutdown,  2.69000000E+03,  2.88150000E+02,  2.88152928E+02
shutdown,  2.70000000E+03,  2.88150000E+02,  2.88152780E+02
shutdown,  2.71000000E+03,  2.88150000E+02,  2.88152639E+02
shutdown,  2.72000000E+03,  2.88150000E+02,  2.88152506E+02
shutdown,  2.73000000E+03,  2.88150000E+02,  2.88152379E+02
shutdown,  2.74000000E+03,  2.88150000E+02,  2.88152259E+02
shutdown,  2.75000000E+03,  2.88150000E+02,  2.88152145E+02
shutdown,  2.76000000E+03,  2.88150000E+02,  2.88152036E+02
shutdown,  2.77000000E+03,  2.88150000E+02,  2.88151933E+02
shutdown,  2.78000000E+03,  2.88150000E+02,  2.88151836E+02
shutdown,  2.79000000E+03,  2.88150000E+02,  2.88151743E+02
shutdown,  2.80000000E+03,  2.88150000E+02,  2.88151655E+02
shutdown,  2.81000000E+03,  2.88150000E+02,  2.88151571E+02
shutdown,  2.82000000E+03,  2.88150000E+02,  2.88151492E+02
shutdown,  2.83000000E+03,  2.88150000E+02,  2.88151416E+02
shutdown,  2.84000000E+03,  2.88150000E+02,  2.88151345E+02
shutdown,  2.85000000E+03,  2.88150000E+02,  2.88151277E+02
shutdown,  2.86000000E+03,  2.88150000E+02,  2.88151212E+02
shutdown,  2.87000000E+03,  2.88150000E+02,  2.88151151E+02
shutdown,  2.88000000E+03,  2.88150000E+02,  2.88151093E+02
shutdown,  2.89000000E+03,  2.88150000E+02,  2.88151037E+02
shutdown,  2.90000000E+03,  2.88150000E+02,  2.88150985E+02
shutdown,  2.91000000E+03,  2.88150000E+02,  2.88150935E+02
shutdown,  2.92000000E+03,  2.88150000E+02,  2.88150888E+02
shutdown,  2.93000000E+03,  2.88150000E+02,  2.88150843E+02
shutdown,  2.94000000E+03,  2.88150000E+02,  2.88150800E+02
shutdown,  2.95000000E+03,  2.88150000E+02,  2.88150760E+02
shutdown,  2.96000000E+03,  2.88150000E+02,  2.88150722E+02
shutdown,  2.97000000E+03,  2.88150000E+02,  2.88150685E+02
shutdown,  2.98000000E+03,  2.88150000E+02,  2.88150650E+02
shutdown,  2.99000000E+03,  2.88150000E+02,  2.88150618E+02
shutdown,  3.00000000E+03,  2.88150000E+02,  2.88150586E+02
shutdown,  3.01000000E+03,  2.88150000E+02,  2.88150557E+02
shutdown,  3.02000000E+03,  2.88150000E+02,  2.88150529E+02
shutdown,  3.03000000E+03,  2.88150000E+02,  2.88150502E+02
shutdown,  3.04000000E+03,  2.88150000E+02,  2.88150476E+02
shutdown,  3.05000000E+03,  2.88150000E+02,  2.88150452E+02
shutdown,  3.06000000E+03,  2.88150000E+02,  2.88150430E+02
shutdown,  3.07000000E+03,  2.88150000E+02,  2.88150408E+02
shutdown,  3.08000000E+03,  2.88150000E+02,  2.88150387E+02
shutdown,  3.09000000E+03,  2.88150000E+02,  2.88150368E+02
shutdown,  3.10000000E+03,  2.88150000E+02,  2.88150349E+02
shutdown,  3.11000000E+03,  2.88150000E+02,  2.88150331E+02
shutdown,  3.12000000E+03,  2.88150000E+02,  2.88150315E+02
shutdown,  3.13000000E+03,  2.88150000E+02,  2.88150299E+02
shutdown,  3.14000000E+03,  2.88150000E+02,  2.88150284E+02
shutdown,  3.15000000E+03,  2.88150000E+02,  2.88150269E+02
shutdown,  3.16000000E+03,  2.88150000E+02,  2.88150256E+02
shutdown,  3.17000000E+03,  2.88150000E+02,  2.88150243E+02
shutdown,  3.18000000E+03,  2.88150000E+02,  2.88150230E+02
shutdown,  3.19000000E+03,  2.88150000E+02,  2.88150219E+02
shutdown,  3.20000000E+03,  2.88150000E+02,  2.88150208E+02
shutdown,  3.21000000E+03,  2.88150000E+02,  2.88150197E+02
shutdown,  3.22000000E+03,  2.88150000E+02,  2.88150187E+02
shutdown,  3.23000000E+03,  2.88150000E+02,  2.88150178E+02
shutdown,  3.24000000E+03,  2.88150000E+02,  2.88150169E+02
shutdown,  3.25000000E+03,  2.88150000E+02,  2.88150160E+02
shutdown,  3.26000000E+03,  2.88150000E+02,  2.88150152E+02
shutdown,  3.27000000E+03,  2.88150000E+02,  2.88150145E+02
shutdown,  3.28000000E+03,  2.88150000E+02,  2.88150137E+02
shutdown,  3.29000000E+03,  2.88150000E+02,  2.88150130E+02
shutdown,  3.30000000E+03,  2.88150000E+02,  2.88150124E+02
shutdown,  3.31000000E+03,  2.88150000E+02,  2.88150117E+02
shutdown,  3.32000000E+03,  2.88150000E+02,  2.88150111E+02
shutdown,  3.33000000E+03,  2.88150000E+02,  2.88150106E+02
shutdown,  3.34000000E+03,  2.88150000E+02,  2.88150101E+02
shutdown,  3.35000000E+03,  2.88150000E+02,  2.88150095E+02
shutdown,  3.36000000E+03,  2.88150000E+02,  2.88150091E+02
shutdown,  3.37000000E+03,  2.88150000E+02,  2.88150086E+02
shutdown,  3.38000000E+03,  2.88150000E+02,  2.88150082E+02
shutdown,  3.39000000E+03,  2.88150000E+02,  2.88150078E+02
shutdown,  3.40000000E+03,  2.88150000E+02,  2.88150074E+02
shutdown,  3.41000000E+03,  2.88150000E+02,  2.88150070E+02
shutdown,  3.42000000E+03,  2.88150000E+02,  2.88150066E+02
shutdown,  3.43000000E+03,  2.88150000E+02,  2.88150063E+02
shutdown,  3.44000000E+03,  2.88150000E+02,  2.88150060E+02
shutdown,  3.45000000E+03,  2.88150000E+02,  2.88150057E+02
shutdown,  3.46000000E+03,  2.88150000E+02,  2.88150054E+02
shutdown,  3.47000000E+03,  2.88150000E+02,  2.88150051E+02
shutdown,  3.48000000E+03,  2.88150000E+02,  2.88150049E+02
shutdown,  3.49000000E+03,  2.88150000E+02,  2.88150046E+02
shutdown,  3.50000000E+03,  2.88150000E+02,  2.88150044E+02
shutdown,  3.51000000E+03,  2.88150000E+02,  2.88150042E+02
shutdown,  3.52000000E+03,  2.88150000E+02,  2.88150040E+02
shutdown,  3.53000000E+03,  2.88150000E+02,  2.88150038E+02
shutdown,  3.54000000E+03,  2.88150000E+02,  2.88150036E+02
shutdown,  3.55000000E+03,  2.88150000E+02,  2.88150034E+02
shutdown,  3.56000000E+03,  2.88150000E+02,  2.88150032E+02
shutdown,  3.57000000E+03,  2.88150000E+02,  2.88150030E+02
shutdown,  3.58000000E+03,  2.88150000E+02,  2.88150029E+02
shutdown,  3.59000000E+03,  2.88150000E+02,  2.88150027E+02
shutdown,  3.60000000E+03,  2.88150000E+02,  2.88150026E+02
